"No.","Time","Source","Destination","Protocol","Length","Info"
"22068","53600.047590119","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22069","53600.047642489","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=115609 Ack=286497 Win=65535 Len=0"
"22088","53653.955296481","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22089","53653.956511787","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=286497 Ack=115855 Win=64240 Len=0"
"22090","53654.576165240","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22091","53654.576268077","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=115855 Ack=286589 Win=65535 Len=0"
"22092","53655.857868357","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22093","53655.858780478","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=286589 Ack=116101 Win=64240 Len=0"
"22094","53656.245722496","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22095","53656.245808200","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=116101 Ack=286681 Win=65535 Len=0"
"22096","53656.246386146","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22097","53656.246947140","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=286681 Ack=116347 Win=64240 Len=0"
"22098","53656.632182728","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22099","53656.632254365","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=116347 Ack=286773 Win=65535 Len=0"
"22100","53657.904059226","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22101","53657.904111576","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=116347 Ack=287208 Win=65535 Len=0"
"22102","53660.169255707","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22103","53660.169313377","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=116347 Ack=287643 Win=65535 Len=0"
"22104","53671.737851780","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22105","53671.738843219","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=287643 Ack=116593 Win=64240 Len=0"
"22106","53672.147577051","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22107","53672.147666783","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=116593 Ack=287735 Win=65535 Len=0"
"22108","53708.445807329","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22109","53708.446897427","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=287735 Ack=116839 Win=64240 Len=0"
"22110","53708.832583751","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22111","53708.832685065","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=116839 Ack=287827 Win=65535 Len=0"
"22112","53717.199379248","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22113","53717.200516194","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=287827 Ack=117085 Win=64240 Len=0"
"22114","53717.620851537","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22115","53717.620992887","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=117085 Ack=287919 Win=65535 Len=0"
"22116","53720.361308916","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22117","53720.361355155","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=117085 Ack=288354 Win=65535 Len=0"
"22118","53724.161277658","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22119","53724.162200354","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=288354 Ack=117331 Win=64240 Len=0"
"22120","53724.564911405","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22121","53724.564993382","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=117331 Ack=288446 Win=65535 Len=0"
"22122","53731.322895552","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22123","53731.324048759","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=288446 Ack=117577 Win=64240 Len=0"
"22124","53731.710981499","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22125","53731.711098874","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=117577 Ack=288538 Win=65535 Len=0"
"22127","53748.421835767","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22128","53748.434540584","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=288538 Ack=117823 Win=64240 Len=0"
"22129","53748.986503839","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22130","53748.986594633","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=117823 Ack=288630 Win=65535 Len=0"
"22146","53773.782523986","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22147","53773.782598568","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=117823 Ack=289065 Win=65535 Len=0"
"22150","53781.304977256","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22151","53781.305041920","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=117823 Ack=289500 Win=65535 Len=0"
"22154","53840.606595226","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22155","53840.606640733","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=117823 Ack=289935 Win=65535 Len=0"
"22174","53887.147192084","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22175","53887.148501555","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=289935 Ack=118069 Win=64240 Len=0"
"22176","53887.838252188","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22177","53887.838317964","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=118069 Ack=290027 Win=65535 Len=0"
"22178","53900.828281467","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22179","53900.828333477","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=118069 Ack=290462 Win=65535 Len=0"
"22180","53907.496319246","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22181","53907.496376245","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=118069 Ack=290897 Win=65535 Len=0"
"22183","53924.989659543","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22184","53924.989726702","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=118069 Ack=291332 Win=65535 Len=0"
"22187","53954.844384524","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22188","53954.845500711","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=291332 Ack=118315 Win=64240 Len=0"
"22189","53955.390347841","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22190","53955.390420600","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=118315 Ack=291424 Win=65535 Len=0"
"22191","53960.990328551","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22192","53960.990413874","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=118315 Ack=291859 Win=65535 Len=0"
"22193","53967.005044124","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22194","53967.016146204","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=291859 Ack=118561 Win=64240 Len=0"
"22195","53967.550471335","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22196","53967.550580795","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=118561 Ack=291951 Win=65535 Len=0"
"22213","54004.203677950","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22214","54004.204508515","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=291951 Ack=118807 Win=64240 Len=0"
"22215","54004.624789584","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22216","54004.624852013","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=118807 Ack=292043 Win=65535 Len=0"
"22217","54017.676439099","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22218","54017.676487060","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=118807 Ack=292478 Win=65535 Len=0"
"22219","54021.313001338","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22220","54021.313083014","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=118807 Ack=292913 Win=65535 Len=0"
"22221","54021.737641185","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22222","54021.738481738","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=292913 Ack=119053 Win=64240 Len=0"
"22223","54022.272991428","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22224","54022.273064448","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=119053 Ack=293005 Win=65535 Len=0"
"22233","54046.348264656","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22234","54046.349390857","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=293005 Ack=119299 Win=64240 Len=0"
"22236","54046.938654996","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22237","54046.938745249","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=119299 Ack=293097 Win=65535 Len=0"
"22245","54053.769575146","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22246","54053.781809803","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=293097 Ack=119545 Win=64240 Len=0"
"22247","54054.202212579","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22248","54054.202303243","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=119545 Ack=293189 Win=65535 Len=0"
"22255","54082.170571647","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22256","54082.170634067","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=119545 Ack=293624 Win=65535 Len=0"
"22257","54108.292941383","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22258","54108.294107841","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=293624 Ack=119791 Win=64240 Len=0"
"22259","54108.999449199","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22260","54108.999519563","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=119791 Ack=293716 Win=65535 Len=0"
"22263","54142.601481809","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22264","54142.601532085","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=119791 Ack=294151 Win=65535 Len=0"
"22269","54146.636520489","192.168.217.128","185.134.22.134","TCP","74","41946  >  14441 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3653712477 TSecr=0 WS=128"
"22270","54146.924129333","185.134.22.134","192.168.217.128","TCP","60","14441  >  41946 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"22271","54146.924213204","192.168.217.128","185.134.22.134","TCP","54","41946  >  14441 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"22272","54146.924457922","192.168.217.128","185.134.22.134","TLSv1.2","401","Client Hello"
"22273","54146.924981142","185.134.22.134","192.168.217.128","TCP","60","14441  >  41946 [ACK] Seq=1 Ack=348 Win=64240 Len=0"
"22274","54147.167010701","185.134.22.134","192.168.217.128","TLSv1.2","1347","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"22275","54147.167062219","192.168.217.128","185.134.22.134","TCP","54","41946  >  14441 [ACK] Seq=348 Ack=1294 Win=63357 Len=0"
"22276","54147.168233561","192.168.217.128","185.134.22.134","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"22277","54147.168851854","185.134.22.134","192.168.217.128","TCP","60","14441  >  41946 [ACK] Seq=1294 Ack=474 Win=64240 Len=0"
"22278","54147.480591728","185.134.22.134","192.168.217.128","TLSv1.2","280","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"22279","54147.480671311","192.168.217.128","185.134.22.134","TCP","54","41946  >  14441 [ACK] Seq=474 Ack=1520 Win=63357 Len=0"
"22280","54147.481235040","192.168.217.128","185.134.22.134","TLSv1.2","261","Application Data"
"22281","54147.481840889","185.134.22.134","192.168.217.128","TCP","60","14441  >  41946 [ACK] Seq=1520 Ack=681 Win=64240 Len=0"
"22282","54147.725077378","185.134.22.134","192.168.217.128","TLSv1.2","160","Application Data"
"22283","54147.725345762","192.168.217.128","185.134.22.134","TLSv1.2","85","Encrypted Alert"
"22284","54147.725891406","192.168.217.128","185.134.22.134","TCP","54","41946  >  14441 [FIN, ACK] Seq=712 Ack=1627 Win=63357 Len=0"
"22285","54147.726082071","185.134.22.134","192.168.217.128","TCP","60","14441  >  41946 [ACK] Seq=1627 Ack=712 Win=64240 Len=0"
"22286","54147.726209034","185.134.22.134","192.168.217.128","TCP","60","14441  >  41946 [ACK] Seq=1627 Ack=713 Win=64239 Len=0"
"22299","54176.616668458","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22300","54176.616728212","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=119791 Ack=294586 Win=65535 Len=0"
"22308","54187.145196263","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22309","54187.146216500","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=294586 Ack=120037 Win=64240 Len=0"
"22310","54188.681501564","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22311","54188.681585976","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=120037 Ack=294678 Win=65535 Len=0"
"22312","54202.132877134","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22313","54202.132923212","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=120037 Ack=295113 Win=65535 Len=0"
"22318","54247.488629069","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22319","54247.489835990","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=295113 Ack=120283 Win=64240 Len=0"
"22320","54247.878316502","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22321","54247.878391556","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=120283 Ack=295205 Win=65535 Len=0"
"22322","54248.084250581","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22323","54248.085254848","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=295205 Ack=120529 Win=64240 Len=0"
"22324","54248.523885487","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22325","54248.523962284","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=120529 Ack=295297 Win=65535 Len=0"
"22326","54261.665651077","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22327","54261.665743153","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=120529 Ack=295732 Win=65535 Len=0"
"22344","54321.820419680","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22345","54321.820530672","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=120529 Ack=296167 Win=65535 Len=0"
"22346","54322.618241854","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22347","54322.619065971","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=296167 Ack=120775 Win=64240 Len=0"
"22348","54323.012688686","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22349","54323.012811346","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=120775 Ack=296259 Win=65535 Len=0"
"22350","54345.989815596","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22351","54345.990761968","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=296259 Ack=121021 Win=64240 Len=0"
"22352","54346.450562701","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22353","54346.450670838","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=121021 Ack=296351 Win=65535 Len=0"
"22356","54358.906142075","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22357","54358.917874100","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=296351 Ack=121267 Win=64240 Len=0"
"22358","54359.323929221","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22359","54359.323995278","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=121267 Ack=296443 Win=65535 Len=0"
"22360","54372.623938546","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22361","54372.623991988","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=121267 Ack=296878 Win=65535 Len=0"
"22362","54379.121790031","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22363","54379.122760037","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=296878 Ack=121513 Win=64240 Len=0"
"22364","54379.524520513","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22365","54379.524596087","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=121513 Ack=296970 Win=65535 Len=0"
"22366","54381.967749965","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22367","54381.967815730","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=121513 Ack=297405 Win=65535 Len=0"
"22371","54406.881184170","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22372","54406.882124640","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=297405 Ack=121759 Win=64240 Len=0"
"22373","54407.277945242","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22374","54407.278020726","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=121759 Ack=297497 Win=65535 Len=0"
"22386","54418.454030051","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22387","54418.454082572","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=121759 Ack=297932 Win=65535 Len=0"
"22390","54430.531224087","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22391","54430.531296856","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=121759 Ack=298367 Win=65535 Len=0"
"22392","54435.413083351","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22393","54435.413134369","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=121759 Ack=298802 Win=65535 Len=0"
"22396","54442.130934631","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22397","54442.130987552","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=121759 Ack=299237 Win=65535 Len=0"
"22398","54456.744378175","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22401","54456.745666490","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=299237 Ack=122005 Win=64240 Len=0"
"22402","54457.173487831","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22403","54457.173565340","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=122005 Ack=299329 Win=65535 Len=0"
"22496","54502.276583543","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22497","54502.276698002","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=122005 Ack=299764 Win=65535 Len=0"
"22665","54519.731023352","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22666","54519.732100734","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=299764 Ack=122251 Win=64240 Len=0"
"22667","54520.215099277","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22668","54520.215163730","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=122251 Ack=299856 Win=65535 Len=0"
"22689","54562.416594970","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22690","54562.416645427","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=122251 Ack=300291 Win=65535 Len=0"
"22693","54622.555928045","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22694","54622.556004742","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=122251 Ack=300726 Win=65535 Len=0"
"22697","54637.246027837","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22698","54637.249147488","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=300726 Ack=122497 Win=64240 Len=0"
"22699","54637.632045847","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22700","54637.632136060","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=122497 Ack=300818 Win=65535 Len=0"
"22705","54646.824106634","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22706","54646.825140458","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=300818 Ack=122743 Win=64240 Len=0"
"22708","54647.989845564","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22709","54647.989946727","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=122743 Ack=300910 Win=65535 Len=0"
"22722","54683.485613967","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22723","54683.485695894","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=122743 Ack=301345 Win=65535 Len=0"
"22726","54742.841894045","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22727","54742.842000519","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=122743 Ack=301780 Win=65535 Len=0"
"22730","54758.021021486","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22733","54758.022086504","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=301780 Ack=122989 Win=64240 Len=0"
"22734","54758.421951191","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22735","54758.422024251","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=122989 Ack=301872 Win=65535 Len=0"
"22752","54802.981361637","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22753","54802.981436721","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=122989 Ack=302307 Win=65535 Len=0"
"22756","54863.129788737","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22757","54863.129918505","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=122989 Ack=302742 Win=65535 Len=0"
"22764","54888.208208284","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22765","54888.208254182","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=122989 Ack=303177 Win=65535 Len=0"
"22778","54900.610797837","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22779","54900.610863894","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=122989 Ack=303612 Win=65535 Len=0"
"22780","54923.266855033","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22781","54923.266900901","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=122989 Ack=304047 Win=65535 Len=0"
"22784","54929.846156470","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22785","54929.846964953","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=304047 Ack=123235 Win=64240 Len=0"
"22786","54930.476275760","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22787","54930.476373077","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=123235 Ack=304139 Win=65535 Len=0"
"22810","54983.409884556","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22811","54983.409939221","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=123235 Ack=304574 Win=65535 Len=0"
"22814","55006.658533188","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22815","55006.659723446","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=304574 Ack=123481 Win=64240 Len=0"
"22816","55006.892889146","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22817","55006.892954942","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=123481 Ack=305009 Win=65535 Len=0"
"22818","55007.384612578","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22819","55007.384660911","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=123481 Ack=305101 Win=65535 Len=0"
"22824","55035.991184376","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22825","55036.002324769","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=305101 Ack=123727 Win=64240 Len=0"
"22826","55036.390347476","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22827","55036.390410947","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=123727 Ack=305193 Win=65535 Len=0"
"22828","55044.294960871","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22829","55044.295051224","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=123727 Ack=305628 Win=65535 Len=0"
"22830","55044.756643733","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22831","55044.757437862","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=305628 Ack=123973 Win=64240 Len=0"
"22832","55045.146478828","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
"22833","55045.146568660","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=123973 Ack=305720 Win=65535 Len=0"
"22852","55103.727013823","94.23.247.226","192.168.217.128","TLSv1.2","489","Application Data"
"22853","55103.727062376","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=123973 Ack=306155 Win=65535 Len=0"
"22856","55132.779255203","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22857","55132.780516206","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=306155 Ack=124219 Win=64240 Len=0"
"22858","55133.997089640","94.23.247.226","192.168.217.128","TLSv1.2","581","Application Data, Application Data"
"22859","55133.997149265","192.168.217.128","94.23.247.226","TCP","54","42760  >  9000 [ACK] Seq=124219 Ack=306682 Win=65535 Len=0"
"22860","55133.997618753","192.168.217.128","94.23.247.226","TLSv1.2","300","Application Data"
"22861","55133.998132587","94.23.247.226","192.168.217.128","TCP","60","9000  >  42760 [ACK] Seq=306682 Ack=124465 Win=64240 Len=0"
"22862","55134.383088128","94.23.247.226","192.168.217.128","TLSv1.2","146","Application Data"
